"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"5-Jan-15","INDO GIBL Indiaforensic STL16071","28494912451","5-Jan-15","64,800.00","","88,652,920.00",
"5-Jan-15","INDO GIBL Indiaforensic STL17071","28494880266","5-Jan-15","141,000.00","","88,511,920.00",
"5-Jan-15","INDO GIBL Indiaforensic STL18071","28494880897","5-Jan-15","61,750.00","","88,450,170.00",
"5-Jan-15","INDO GIBL Indiaforensic STL19071","28494901044","5-Jan-15","67,920.00","","88,382,250.00",
"5-Jan-15","INDO GIBL Indiaforensic STL20071","28494965834","5-Jan-15","78,100.00","","88,304,150.00",
"5-Jan-15","INDO GIBL Indiaforensic STL21071","28494888819","5-Jan-15","35,650.00","","88,268,500.00",
"6-Jan-15","INDO GIBL Indiaforensic STL22071","28494893861","6-Jan-15","206,000.00","","88,062,500.00",
"6-Jan-15","INDO GIBL Indiaforensic STL24071","28494911990","6-Jan-15","35,300.00","","88,027,200.00",
"6-Jan-15","INDO GIBL Indiaforensic STL25071","28494911751","6-Jan-15","49,800.00","","87,977,380.00",
"6-Jan-15","INDO GIBL Indiaforensic STL26071","28494973384","6-Jan-15","53,000.00","","87,924,380.00",
"6-Jan-15","INDO GIBL Indiaforensic STL27071","28494884340","6-Jan-15","91,300.00","","87,833,080.00",
"6-Jan-15","INDO GIBL Indiaforensic STL28071","28494942065","6-Jan-15","57,499.00","","87,775,581.00",
"","INDO GIBL Indiaforensic STL31071","28494949297","","19,400.00","","87,736,171.00",
"13-Jan-15","INDO GIBL Indiaforensic STL01091","28494871186","13-Jan-15","77,251.00","","84,295,855.00",
"14-Jan-15","INDO GIBL Indiaforensic STL02091","28494908017","14-Jan-15","20,000.00","","84,275,855.00",
"","INDO GIBL Indiaforensic STL03091","28494934619","","10,000.00","","84,265,855.00",
"14-Jan-15","INDO GIBL Indiaforensic STL04091","28494897747","14-Jan-15","103,600.00","","84,162,255.00",
"14-Jan-15","INDO GIBL Indiaforensic STL05091","28494955256","14-Jan-15","71,000.00","","84,091,255.00",
"14-Jan-15","INDO GIBL Indiaforensic STL06091","28494903576","14-Jan-15","129,400.00","","83,961,855.00",
"15-Jan-15","INDO GIBL Indiaforensic STL07091","28494910978","15-Jan-15","290,163.00","","83,671,692.00",
"15-Jan-15","INDO GIBL Indiaforensic STL08091","28494971443","15-Jan-15","34,300.00","","83,637,392.00",
"15-Jan-15","INDO GIBL Indiaforensic STL09091","38494908554","15-Jan-15","49,800.00","","83,587,592.00",
"15-Jan-15","INDO GIBL Indiaforensic STL10091","28494906271","15-Jan-15","44,800.00","","83,542,792.00",
"15-Jan-15","INDO GIBL Indiaforensic STL11091","28494880372","15-Jan-15","151,550.00","","83,391,242.00",
"15-Jan-15","INDO GIBL Indiaforensic STL12091","28494905656","15-Jan-15","310,399.00","","83,080,843.00",
"15-Jan-15","INDO GIBL Indiaforensic STL13091","28494890265","15-Jan-15","271,401.00","","82,809,442.00",
"15-Jan-15","INDO GIBL Indiaforensic STL14091","28494887830","15-Jan-15","275,449.00","","82,533,993.00",
"15-Jan-15","INDO GIBL Indiaforensic STL15091","28494875039","15-Jan-15","51,502.00","","82,482,491.00",
"15-Jan-15","INDO GIBL Indiaforensic STL16091","28494950373","15-Jan-15","36,650.00","","82,445,841.00",
"15-Jan-15","INDO GIBL Indiaforensic STL17091","28494939977","15-Jan-15","99,600.00","","82,346,241.00",
"16-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494888731","16-Jan-15","","500,000.00","83,346,241.00",
"16-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494875039","16-Jan-15","","500,000.00","83,846,241.00",
"16-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494971601","16-Jan-15","","500,000.00","84,346,241.00",
"16-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494967098","16-Jan-15","","500,000.00","84,846,241.00",
"16-Jan-15","INDO GIBL Indiaforensic STL18091","28494932596","16-Jan-15","411,763.00","","84,434,478.00",
"16-Jan-15","INDO GIBL Indiaforensic STL19091","28494926571","16-Jan-15","355,138.00","","84,079,340.00",
"16-Jan-15","INDO GIBL Indiaforensic STL20091","28494943952","16-Jan-15","88,656.00","","83,990,684.00",
"17-Jan-15","INDO GIBL Indiaforensic STL21091","28494970615","17-Jan-15","14,800.00","","83,975,884.00",
"17-Jan-15","INDO GIBL Indiaforensic STL22091","28494869990","17-Jan-15","27,000.00","","83,948,884.00",
"17-Jan-15","INDO GIBL Indiaforensic STL23091","28494915614","17-Jan-15","42,850.00","","83,906,034.00",
"17-Jan-15","INDO GIBL Indiaforensic STL24091","28494938814","17-Jan-15","39,925.00","","83,866,109.00",
"17-Jan-15","INDO GIBL Indiaforensic STL25091","28494974935","17-Jan-15","202,106.00","","83,664,003.00",
"17-Jan-15","INDO GIBL Indiaforensic STL26091","28494883808","17-Jan-15","169,802.00","","83,494,201.00",
"17-Jan-15","INDO GIBL Indiaforensic STL27091","28494965853","17-Jan-15","200,570.00","","83,293,631.00",
"","INDO GIBL Indiaforensic STL28091","28494909474","","12,106.00","","83,281,525.00",
"17-Jan-15","INDO GIBL Indiaforensic STL29091","28494936041","17-Jan-15","12,611.00","","83,268,914.00",
"17-Jan-15","INDO GIBL Indiaforensic STL30091","28494931372","17-Jan-15","9,375.00","","83,259,539.00",
"17-Jan-15","INDO GIBL Indiaforensic STL03101","28494963743","17-Jan-15","125,200.00","","83,134,339.00",
"17-Jan-15","INDO GIBL Indiaforensic STL04101","28494911898","17-Jan-15","61,400.00","","83,072,939.00",
"17-Jan-15","INDO GIBL Indiaforensic STL05101","28494887374","17-Jan-15","143,700.00","","82,929,239.00",
"17-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494883808","17-Jan-15","","500,000.00","83,429,239.00",
"17-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494870764","17-Jan-15","","500,000.00","83,929,239.00",
"17-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494862005","17-Jan-15","","500,000.00","84,429,239.00",
"19-Jan-15","INDO GIBL Indiaforensic STL06101","28494963360","19-Jan-15","6,000.00","","84,423,239.00",
"19-Jan-15","INDO GIBL Indiaforensic STL07101","28494905296","19-Jan-15","97,950.00","","84,325,289.00",
"19-Jan-15","INDO GIBL Indiaforensic STL08101","28494884136","19-Jan-15","33,000.00","","84,292,289.00",
"19-Jan-15","INDO GIBL Indiaforensic STL09101","28494948407","19-Jan-15","329,300.00","","83,962,989.00",
"19-Jan-15","INDO GIBL Indiaforensic STL10101","28494936829","19-Jan-15","18,000.00","","83,944,989.00",
"19-Jan-15","INDO GIBL Indiaforensic STL11101","28494922444","19-Jan-15","113,400.00","","83,831,589.00",
"19-Jan-15","INDO GIBL Indiaforensic STL12101","28494887467","19-Jan-15","262,226.00","","83,569,363.00",
"19-Jan-15","INDO GIBL Indiaforensic STL13101","28494919881","19-Jan-15","318,750.00","","83,250,613.00",
"19-Jan-15","INDO GIBL Indiaforensic STL14101","28494923378","19-Jan-15","65,549.00","","83,185,064.00",
"19-Jan-15","INDO GIBL Indiaforensic STL17101","28494914932","19-Jan-15","206,501.00","","82,978,563.00",
"19-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494899736","19-Jan-15","","500,000.00","83,478,563.00",
"19-Jan-15","INDO GIBL Indiaforensic STL18101","38494922444","19-Jan-15","85,000.00","","83,393,563.00",
"19-Jan-15","INDO GIBL Indiaforensic STL19101","28494938309","19-Jan-15","76,389.00","","83,317,174.00",
"20-Jan-15","INDO GIBL Indiaforensic STL20101","28494921925","20-Jan-15","62,725.00","","83,254,449.00",
"20-Jan-15","INDO GIBL Indiaforensic STL21101","28494961233","20-Jan-15","39,000.00","","83,215,449.00",
"20-Jan-15","INDO GIBL Indiaforensic STL22101","28494964041","20-Jan-15","9,600.00","","83,205,849.00",
"20-Jan-15","INDO GIBL Indiaforensic STL23101","28494954181","20-Jan-15","123,260.00","","83,082,589.00",
"20-Jan-15","INDO GIBL Indiaforensic STL24101","28494913845","20-Jan-15","369,803.00","","82,712,786.00",
"20-Jan-15","INDO GIBL Indiaforensic STL25101","28494895652","20-Jan-15","170,125.00","","82,542,661.00",
"20-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494883441","20-Jan-15","","500,000.00","83,042,661.00",
"20-Jan-15","INDO GIBL Indiaforensic STL26101","28494968139","20-Jan-15","208,000.00","","82,834,661.00",
"21-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494913845","21-Jan-15","","500,000.00","83,334,661.00",
"21-Jan-15","INDO GIBL Indiaforensic STL27101","28494906722","21-Jan-15","291,150.00","","83,043,511.00",
"21-Jan-15","INDO GIBL Indiaforensic STL28101","28494923850","21-Jan-15","24,000.00","","83,019,511.00",
"21-Jan-15","INDO GIBL Indiaforensic STL30101","28494919939","21-Jan-15","141,546.00","","82,877,965.00",
"21-Jan-15","INDO GIBL Indiaforensic STL31101","28494890206","21-Jan-15","80,000.00","","82,797,965.00",
"22-Jan-15","INDO GIBL Indiaforensic STL01111","28494919974","22-Jan-15","46,250.00","","82,751,715.00",
"22-Jan-15","INDO GIBL Indiaforensic STL02111","28494952347","22-Jan-15","42,825.00","","82,708,890.00",
"22-Jan-15","INDO GIBL Indiaforensic STL03111","28494894620","22-Jan-15","179,463.00","","82,529,427.00",
"22-Jan-15","INDO GIBL Indiaforensic STL04111","28494864487","22-Jan-15","18,949.00","","82,510,478.00",
"22-Jan-15","INDO GIBL Indiaforensic STL05111","28494940301","22-Jan-15","91,441.00","","82,419,037.00",
"23-Jan-15","INDO GIBL Indiaforensic STL06111","28494926534","23-Jan-15","147,750.00","","82,271,287.00",
"23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494897075","23-Jan-15","","500,000.00","82,771,287.00",
"23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494886362","23-Jan-15","15000000","","67,771,287.00",
"23-Jan-15","INDO GIBL Indiaforensic STL08111","28494966165","23-Jan-15","61,870.00","","67,599,229.00",
"","INDO GIBL Indiaforensic STL09111","28494878996","","84,101.00","","67,515,128.00",
"23-Jan-15","INDO GIBL Indiaforensic STL10111","28494928537","23-Jan-15","129,700.00","","67,385,428.00",
"23-Jan-15","INDO GIBL Indiaforensic STL11111","28494945678","23-Jan-15","7,499.00","","67,377,929.00",
"23-Jan-15","INDO GIBL Indiaforensic STL12111","28494941112","23-Jan-15","80,100.00","","67,297,829.00",
"23-Jan-15","INDO GIBL Indiaforensic STL13111","28494972481","23-Jan-15","143,850.00","","67,153,979.00",
"23-Jan-15","INDO GIBL Indiaforensic STL14111","28494921702","23-Jan-15","289,500.00","","66,864,479.00",
"23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494952478","23-Jan-15","","500,000.00","67,364,479.00",
"23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494862095","23-Jan-15","","500,000.00","67,864,479.00",
"23-Jan-15","INDO GIBL Indiaforensic STL16111","28494913947","23-Jan-15","94,900.00","","67,769,579.00",
"23-Jan-15","INDO GIBL Indiaforensic STL15111","28494872949","23-Jan-15","224,851.00","","67,544,728.00",
"23-Jan-15","INDO GIBL Indiaforensic STL17111","28494973661","23-Jan-15","284,953.00","","67,259,775.00",
"24-Jan-15","INDO GIBL Indiaforensic STL18111","28494914095","24-Jan-15","115,150.00","","67,144,625.00",
"","INDO GIBL Indiaforensic STL19111","28494912078","","40,000.00","","67,104,625.00",
"24-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494973638","24-Jan-15","","500,000.00","67,604,625.00",
"24-Jan-15","INDO GIBL Indiaforensic STL20111","28494860037","24-Jan-15","145,900.00","","67,458,725.00",
"24-Jan-15","INDO GIBL Indiaforensic STL21111","28494902695","24-Jan-15","83,251.00","","67,375,474.00",
"27-Jan-15","INDO GIBL Indiaforensic STL22111","28494877297","27-Jan-15","192,200.00","","67,183,274.00",
"27-Jan-15","INDO GIBL Indiaforensic STL23111","28494917629","27-Jan-15","74,799.00","","67,108,475.00",
"27-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494888022","27-Jan-15","","500,000.00","67,608,475.00",
"27-Jan-15","INDO GIBL Indiaforensic STL24117","28494885072","27-Jan-15","19,400.00","","67,589,075.00",
"27-Jan-15","INDO GIBL Indiaforensic STL25117","28494928167","27-Jan-15","39,700.00","","67,549,375.00",
"27-Jan-15","INDO GIBL Indiaforensic STL26117","28494948213","27-Jan-15","42,800.00","","67,506,575.00",
"27-Jan-15","INDO GIBL Indiaforensic STL27111","28494961278","27-Jan-15","100,402.00","","67,406,173.00",
"27-Jan-15","INDO GIBL Indiaforensic STL28111","28494869349","27-Jan-15","101,500.00","","67,304,673.00",
"27-Jan-15","INDO GIBL Indiaforensic STL29111","28494935917","27-Jan-15","36,961.00","","67,267,712.00",
"27-Jan-15","INDO GIBL Indiaforensic STL01121","28494884786","27-Jan-15","19,800.00","","67,180,062.00",
"27-Jan-15","INDO GIBL Indiaforensic STL02121","28494910513","27-Jan-15","10,000.00","","67,170,062.00",
"28-Jan-15","INDO GIBL Indiaforensic STL03121","28494896635","28-Jan-15","24,500.00","","67,145,562.00",
"28-Jan-15","INDO GIBL Indiaforensic STL04121","28494885594","28-Jan-15","41,700.00","0","67,103,862.00",
"28-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494860037","28-Jan-15","","500,000.00","67,603,862.00",
"28-Jan-15","INDO GIBL Indiaforensic STL05121","28494911582","28-Jan-15","218,050.00","","67,385,812.00",
"28-Jan-15","INDO GIBL Indiaforensic STL06121","28494907848","28-Jan-15","18,640,000.00","","48,745,812.00",
"29-Jan-15","INDO GIBL Indiaforensic STL07121","28494906681","29-Jan-15","17,133,000.00","","31,612,812.00",
"29-Jan-15","INDO GIBL Indiaforensic STL08121","28494892326","29-Jan-15","3,440,000.00","","28,172,812.00",
"29-Jan-15","INDO GIBL Indiaforensic STL09121","28494873302","29-Jan-15","5,119,900.00","","23,052,912.00",
"29-Jan-15","INDO GIBL Indiaforensic STL10121","28494974535","29-Jan-15","1,591,500.00","","21,461,412.00",
"29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494891170","29-Jan-15","","500,000.00","21,961,412.00",
"29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494889690","29-Jan-15","","500,000.00","22,461,412.00",
"29-Jan-15","INDO GIBL Indiaforensic STL11121","28494975031","29-Jan-15","206,075.00","","22,255,337.00",
"29-Jan-15","INDO GIBL Indiaforensic STL12121","28494896871","29-Jan-15","1,420,000.00","","20,835,337.00",
"29-Jan-15","INDO GIBL Indiaforensic STL13121","28494867174","29-Jan-15","3,503,500.00","","17,331,837.00",
"29-Jan-15","INDO GIBL Indiaforensic STL14121","28494872915","29-Jan-15","343,900.00","","16,987,937.00",
"29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494896521","29-Jan-15","","500,000.00","17,487,937.00",
"30-Jan-15","INDO GIBL Indiaforensic STL15121","38494891170","30-Jan-15","210,500.00","","2,277,427.00",
"30-Jan-15","INDO GIBL Indiaforensic STL17121","28494864081","30-Jan-15","139,500.00","","2,137,927.00",
"30-Jan-15","INDO GIBL Indiaforensic STL16121","28494929028","30-Jan-15","92,550.00","","2,045,377.00",
"30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494915682","30-Jan-15","","500,000.00","2,545,377.00",
"30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494906801","30-Jan-15","1500000","","1,045,377.00",
"30-Jan-15","INDO GIBL Indiaforensic STL18121","28494935182","30-Jan-15","654,498.00","","390,879.00",
"30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494872603","30-Jan-15","","500,000.00","386,429.00",
"30-Jan-15","INDO GIBL Indiaforensic STL20121","28494869744","30-Jan-15","","5334232","5,720,661.00",
"30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494885685","30-Jan-15","","500,000.00","6,220,661.00",
"30-Jan-15","FDRL/INTERNAL FUND TRANSFER","","30-Jan-15","","500,000.00","6,720,661.00",
"30-Jan-15","INDO GIBL Indiaforensic STL21121","28494915651","30-Jan-15","146,050.00","","6,574,611.00",
"31-Jan-15","INDO GIBL Indiaforensic STL22121","28494902377","31-Jan-15","100,300.00","","6,474,311.00",
"31-Jan-15","INDO GIBL Indiaforensic STL23121","28494944517","31-Jan-15","62,425.00","","6,411,886.00",
"31-Jan-15","INDO GIBL Indiaforensic STL24121","28494973740","31-Jan-15","365,300.00","","6,046,586.00",
"31-Jan-15","INDO GIBL Indiaforensic STL25121","28494879761","31-Jan-15","23,550.00","","6,023,036.00",
"2-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494926052","2-Feb-15","","500,000.00","6,523,036.00",
"2-Feb-15","INDO GIBL Indiaforensic STL26121","28494969766","2-Feb-15","259,525.00","","6,263,511.00",
"2-Feb-15","INDO GIBL Indiaforensic STL27121","28494916546","2-Feb-15","383,110.00","","5,880,401.00",
"","INDO GIBL Indiaforensic STL28121","28494883314","","138,150.00","","5,742,251.00",
"2-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494956317","2-Feb-15","","500,000.00","6,242,251.00",
"2-Feb-15","INDO GIBL Indiaforensic STL29121","28494917878","2-Feb-15","285,399.00","","5,956,852.00",
"2-Feb-15","INDO GIBL Indiaforensic STL31121","28494934629","2-Feb-15","14,000.00","","5,942,852.00",
"3-Feb-15","INDO GIBL Indiaforensic STL30121","28494955651","3-Feb-15","54,250.00","","5,888,602.00",
"3-Feb-15","INDO GIBL Indiaforensic STL01011","28494870040","3-Feb-15","147,500.00","","5,741,102.00",
"3-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494965282","3-Feb-15","","500,000.00","6,241,102.00",
"3-Feb-15","INDO GIBL Indiaforensic STL02011","28494965624","3-Feb-15","323,500.00","","5,917,602.00",
"3-Feb-15","INDO GIBL Indiaforensic STL03011","28494859429","3-Feb-15","180,300.00","","5,737,302.00",
"3-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494945580","3-Feb-15","","500,000.00","6,237,302.00",
"3-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494871692","3-Feb-15","","500,000.00","6,737,302.00",
"3-Feb-15","INDO GIBL Indiaforensic STL04011","38494885685","3-Feb-15","222,800.00","","6,514,502.00",
"3-Feb-15","INDO GIBL Indiaforensic STL05011","28494963581","3-Feb-15","145,450.00","","6,369,052.00",
"3-Feb-15","INDO GIBL Indiaforensic STL06011","28494964465","3-Feb-15","182,000.00","","6,187,052.00",
"3-Feb-15","INDO GIBL Indiaforensic STL07011","28494873330","3-Feb-15","205,075.00","","5,981,977.00",
"3-Feb-15","INDO GIBL Indiaforensic STL08011","28494914242","3-Feb-15","170,500.00","","5,811,477.00",
"4-Feb-15","INDO GIBL Indiaforensic STL09011","28494947204","4-Feb-15","495,252.00","","5,816,225.00",
"4-Feb-15","INDO GIBL Indiaforensic STL10011","28494878396","4-Feb-15","256,600.00","","5,559,625.00",
"4-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494953706","4-Feb-15","","500,000.00","6,059,625.00",
"4-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494876751","4-Feb-15","","500,000.00","6,559,625.00",
"4-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494917123","4-Feb-15","","500,000.00","7,059,625.00",
"4-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494870740","4-Feb-15","","500,000.00","7,559,625.00",
"4-Feb-15","INDO GIBL Indiaforensic STL14011","28494863860","4-Feb-15","5,000.00","","7,554,625.00",
"4-Feb-15","INDO GIBL Indiaforensic STL11011","28494934050","4-Feb-15","348,200.00","","7,206,425.00",
"4-Feb-15","INDO GIBL Indiaforensic STL13011","28494901422","4-Feb-15","112,900.00","","7,093,525.00",
"4-Feb-15","INDO GIBL Indiaforensic STL12011","28494872944","4-Feb-15","392,251.00","","6,701,274.00",
"4-Feb-15","INDO GIBL Indiaforensic STL15011","28494909389","4-Feb-15","412,300.00","","6,288,974.00",
"4-Feb-15","INDO GIBL Indiaforensic STL16011","28494938582","4-Feb-15","518,375.00","","5,770,599.00",
"5-Feb-15","INDO GIBL Indiaforensic STL19011","28494911870","5-Feb-15","296,450.00","","5,474,149.00",
"5-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494958708","5-Feb-15","","500,000.00","5,974,149.00",
"5-Feb-15","INDO GIBL Indiaforensic STL22011","28494896112","5-Feb-15","274,600.00","","6,199,549.00",
"5-Feb-15","INDO GIBL Indiaforensic STL20011","28494889385","5-Feb-15","159,725.00","","6,039,824.00",
"5-Feb-15","INDO GIBL Indiaforensic STL21011","28494946311","5-Feb-15","69,000.00","","5,970,824.00",
"5-Feb-15","INDO GIBL Indiaforensic STL18011","28494909218","5-Feb-15","244,350.00","","5,726,474.00",
"5-Feb-15","INDO GIBL Indiaforensic STL23011","28494884968","5-Feb-15","224,800.00","","5,501,674.00",
"5-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494975381","5-Feb-15","","500,000.00","6,001,674.00",
"6-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494938507","6-Feb-15","","500,000.00","6,501,674.00",
"6-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494945537","6-Feb-15","","500,000.00","7,001,674.00",
"6-Feb-15","INDO GIBL Indiaforensic STL25011","28494873170","6-Feb-15","135,050.00","","6,866,624.00",
"6-Feb-15","INDO GIBL Indiaforensic STL26011","28494865073","6-Feb-15","31,300.00","","6,835,324.00",
"6-Feb-15","INDO GIBL Indiaforensic STL27011","28494869124","6-Feb-15","20,500.00","","6,814,824.00",
"6-Feb-15","INDO GIBL Indiaforensic STL28011","28494961085","6-Feb-15","5,500.00","","6,809,324.00",
"6-Feb-15","INDO GIBL Indiaforensic STL24011","28494948723","6-Feb-15","204,900.00","","6,604,424.00",
"6-Feb-15","INDO GIBL Indiaforensic STL17011","28494960837","6-Feb-15","563,250.00","","6,041,174.00",
"6-Feb-15","INDO GIBL Indiaforensic STL29011","28494890567","6-Feb-15","207,100.00","","5,834,074.00",
"6-Feb-15","INDO GIBL Indiaforensic STL30011","28494928058","6-Feb-15","138,250.00","","5,695,824.00",
"6-Feb-15","INDO GIBL Indiaforensic STL31011","28494956489","6-Feb-15","196,150.00","","5,499,674.00",
"6-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494918962","6-Feb-15","","500,000.00","5,999,674.00",
"6-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494860560","6-Feb-15","","500,000.00","6,499,674.00",
"6-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494933961","6-Feb-15","","500,000.00","6,999,674.00",
"7-Feb-15","INDO GIBL Indiaforensic STL02021","28494862111","7-Feb-15","119,675.00","","6,879,999.00",
"9-Feb-15","INDO GIBL Indiaforensic STL01021","28494968508","9-Feb-15","137,775.00","","6,742,224.00",
"9-Feb-15","INDO GIBL Indiaforensic STL03021","28494912897","9-Feb-15","61,500.00","","6,680,724.00",
"9-Feb-15","INDO GIBL Indiaforensic STL05021","28494961058","9-Feb-15","138,350.00","","6,542,374.00",
"9-Feb-15","INDO GIBL Indiaforensic STL06021","28494973370","9-Feb-15","239,400.00","","6,302,974.00",
"9-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494934295","9-Feb-15","","500,000.00","6,802,974.00",
"9-Feb-15","INDO GIBL Indiaforensic STL07021","28494919221","9-Feb-15","","10545453","2,348,427.00",
"9-Feb-15","INDO GIBL Indiaforensic STL08021","28494968105","9-Feb-15","300,799.00","","2,047,628.00",
"9-Feb-15","INDO GIBL Indiaforensic STL09021","28494878147","9-Feb-15","334,900.00","","1,712,728.00",
"9-Feb-15","INDO GIBL Indiaforensic STL10021","28494913017","9-Feb-15","68,250.00","","1,644,478.00",
"10-Feb-15","INDO GIBL Indiaforensic STL13021","28494968765","10-Feb-15","307,125.00","","1,337,353.00",
"10-Feb-15","INDO GIBL Indiaforensic STL14021","28494910947","10-Feb-15","475,300.00","","862,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494961939","10-Feb-15","","500,000.00","1,362,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494899197","10-Feb-15","","500,000.00","1,862,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494947280","10-Feb-15","","500,000.00","2,362,053.00",
"10-Feb-15","INDO GIBL Indiaforensic STL15021","28494970636","10-Feb-15","387,100.00","","1,380,625.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494916200","10-Feb-15","","500,000.00","1,880,625.00",
"10-Feb-15","INDO GIBL Indiaforensic STL16021","28494968139","10-Feb-15","710,800.00","","1,169,825.00",
"10-Feb-15","INDO GIBL Indiaforensic STL17021","28494931826","10-Feb-15","385,400.00","","784,425.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494966634","10-Feb-15","","500,000.00","1,284,425.00",
"11-Feb-15","FDRL/INTERNAL FUND TRANSFER","38494876751","11-Feb-15","","500,000.00","1,784,425.00",
"11-Feb-15","INDO GIBL Indiaforensic STL18021","28494956148","11-Feb-15","79,350.00","","1,705,075.00",
"11-Feb-15","INDO GIBL Indiaforensic STL19021","28494955592","11-Feb-15","385,200.00","","1,319,875.00",
"11-Feb-15","INDO GIBL Indiaforensic STL20021","28494868646","11-Feb-15","299,950.00","","1,019,925.00",
