"100","17-Jan-15","INDO GIBL Indiaforensic STL29091","28494936041","17-Jan-15","12611","0","83268914","0",
"101","17-Jan-15","INDO GIBL Indiaforensic STL30091","28494931372","17-Jan-15","9375","0","83259539","0",
"102","17-Jan-15","INDO GIBL Indiaforensic STL03101","28494963743","17-Jan-15","125200","0","83134339","0",
"103","17-Jan-15","INDO GIBL Indiaforensic STL04101","28494911898","17-Jan-15","61400","0","83072939","0",
"104","17-Jan-15","INDO GIBL Indiaforensic STL05101","28494887374","17-Jan-15","143700","0","82929239","0",
"105","17-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494883808","17-Jan-15","0","500000","83429239","0",
"106","17-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494870764","17-Jan-15","0","500000","83929239","0",
"107","17-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494862005","17-Jan-15","0","500000","84429239","0",
"108","19-Jan-15","INDO GIBL Indiaforensic STL06101","28494963360","19-Jan-15","6000","0","84423239","0",
"109","19-Jan-15","INDO GIBL Indiaforensic STL07101","28494905296","19-Jan-15","97950","0","84325289","0",
"110","19-Jan-15","INDO GIBL Indiaforensic STL08101","28494884136","19-Jan-15","33000","0","84292289","3",
"111","19-Jan-15","INDO GIBL Indiaforensic STL09101","28494948407","19-Jan-15","329300","0","83962989","0",
"112","19-Jan-15","INDO GIBL Indiaforensic STL10101","28494936829","19-Jan-15","18000","0","83944989","0",
"113","19-Jan-15","INDO GIBL Indiaforensic STL11101","28494922444","19-Jan-15","113400","0","83831589","0",
"114","19-Jan-15","INDO GIBL Indiaforensic STL12101","28494887467","19-Jan-15","262226","0","83569363","0",
"115","19-Jan-15","INDO GIBL Indiaforensic STL13101","28494919881","19-Jan-15","318750","0","83250613","0",
"116","19-Jan-15","INDO GIBL Indiaforensic STL14101","28494923378","19-Jan-15","65549","0","83185064","0",
"117","19-Jan-15","INDO GIBL Indiaforensic STL17101","28494914932","19-Jan-15","206501","0","82978563","0",
"118","19-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494899736","19-Jan-15","0","500000","83478563","0",
"119","19-Jan-15","INDO GIBL Indiaforensic STL18101","38494922444","19-Jan-15","85000","0","83393563","0",
"120","19-Jan-15","INDO GIBL Indiaforensic STL19101","28494938309","19-Jan-15","76389","0","83317174","0",
"121","20-Jan-15","INDO GIBL Indiaforensic STL20101","28494921925","20-Jan-15","62725","0","83254449","0",
"122","20-Jan-15","INDO GIBL Indiaforensic STL21101","28494961233","20-Jan-15","39000","0","83215449","0",
"123","20-Jan-15","INDO GIBL Indiaforensic STL22101","28494964041","20-Jan-15","9600","0","83205849","0",
"124","20-Jan-15","INDO GIBL Indiaforensic STL23101","28494954181","20-Jan-15","123260","0","83082589","0",
"125","20-Jan-15","INDO GIBL Indiaforensic STL24101","28494913845","20-Jan-15","369803","0","82712786","0",
"126","20-Jan-15","INDO GIBL Indiaforensic STL25101","28494895652","20-Jan-15","170125","0","82542661","0",
"127","20-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494883441","20-Jan-15","0","500000","83042661","0",
"128","20-Jan-15","INDO GIBL Indiaforensic STL26101","28494968139","20-Jan-15","208000","0","82834661","3",
"129","21-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494913845","21-Jan-15","0","500000","83334661","0",
"130","21-Jan-15","INDO GIBL Indiaforensic STL27101","28494906722","21-Jan-15","291150","0","83043511","0",
"131","21-Jan-15","INDO GIBL Indiaforensic STL28101","28494923850","21-Jan-15","24000","0","83019511","0",
"132","21-Jan-15","INDO GIBL Indiaforensic STL30101","28494919939","21-Jan-15","141546","0","82877965","0",
"133","21-Jan-15","INDO GIBL Indiaforensic STL31101","28494890206","21-Jan-15","80000","0","82797965","0",
"134","22-Jan-15","INDO GIBL Indiaforensic STL01111","28494919974","22-Jan-15","46250","0","82751715","0",
"135","22-Jan-15","INDO GIBL Indiaforensic STL02111","28494952347","22-Jan-15","42825","0","82708890","0",
"136","22-Jan-15","INDO GIBL Indiaforensic STL03111","28494894620","22-Jan-15","179463","0","82529427","0",
"137","22-Jan-15","INDO GIBL Indiaforensic STL04111","28494864487","22-Jan-15","18949","0","82510478","0",
"138","22-Jan-15","INDO GIBL Indiaforensic STL05111","28494940301","22-Jan-15","91441","0","82419037","0",
"139","23-Jan-15","INDO GIBL Indiaforensic STL06111","28494926534","23-Jan-15","147750","0","82271287","0",
"140","23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494897075","23-Jan-15","0","500000","82771287","0",
"141","23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494886362","23-Jan-15","15000000","0","67771287","0",
"142","23-Jan-15","","28494914726","23-Jan-15","110188","0","67661099","0",
"143","23-Jan-15","INDO GIBL Indiaforensic STL08111","28494966165","23-Jan-15","61870","0","67599229","0",
"144","","INDO GIBL Indiaforensic STL09111","28494878996","","84101","0","67515128","6",
"145","23-Jan-15","INDO GIBL Indiaforensic STL10111","28494928537","23-Jan-15","129700","0","67385428","0",
"146","23-Jan-15","INDO GIBL Indiaforensic STL11111","28494945678","23-Jan-15","7499","0","67377929","0",
"147","23-Jan-15","INDO GIBL Indiaforensic STL12111","28494941112","23-Jan-15","80100","0","67297829","0",
"148","23-Jan-15","INDO GIBL Indiaforensic STL13111","28494972481","23-Jan-15","143850","0","67153979","0",
"149","23-Jan-15","INDO GIBL Indiaforensic STL14111","28494921702","23-Jan-15","289500","0","66864479","0",
"150","23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494952478","23-Jan-15","0","500000","67364479","0",
"151","23-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494862095","23-Jan-15","0","500000","67864479","0",
"152","23-Jan-15","INDO GIBL Indiaforensic STL16111","28494913947","23-Jan-15","94900","0","67769579","0",
"153","23-Jan-15","INDO GIBL Indiaforensic STL15111","28494872949","23-Jan-15","224851","0","67544728","0",
"154","23-Jan-15","INDO GIBL Indiaforensic STL17111","28494973661","23-Jan-15","284953","0","67259775","3",
"155","24-Jan-15","INDO GIBL Indiaforensic STL18111","28494914095","24-Jan-15","115150","0","67144625","0",
"156","","INDO GIBL Indiaforensic STL19111","28494912078","","40000","0","67104625","6",
"157","24-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494973638","24-Jan-15","0","500000","67604625","0",
"158","24-Jan-15","INDO GIBL Indiaforensic STL20111","28494860037","24-Jan-15","145900","0","67458725","0",
"159","24-Jan-15","INDO GIBL Indiaforensic STL21111","28494902695","24-Jan-15","83251","0","67375474","0",
"160","27-Jan-15","INDO GIBL Indiaforensic STL22111","28494877297","27-Jan-15","192200","0","67183274","0",
"161","27-Jan-15","INDO GIBL Indiaforensic STL23111","28494917629","27-Jan-15","74799","0","67108475","0",
"162","27-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494888022","27-Jan-15","0","500000","67608475","0",
"163","27-Jan-15","INDO GIBL Indiaforensic STL24117","28494885072","27-Jan-15","19400","0","67589075","0",
"164","27-Jan-15","INDO GIBL Indiaforensic STL25117","28494928167","27-Jan-15","39700","0","67549375","0",
"165","27-Jan-15","INDO GIBL Indiaforensic STL26117","28494948213","27-Jan-15","42800","0","67506575","0",
"166","27-Jan-15","INDO GIBL Indiaforensic STL27111","28494961278","27-Jan-15","100402","0","67406173","0",
"167","27-Jan-15","INDO GIBL Indiaforensic STL28111","28494869349","27-Jan-15","101500","0","67304673","0",
"168","27-Jan-15","INDO GIBL Indiaforensic STL29111","28494935917","27-Jan-15","36961","0","67267712","0",
"169","27-Jan-15","","28494881588","27-Jan-15","67850","0","67199862","0",
"170","27-Jan-15","INDO GIBL Indiaforensic STL01121","28494884786","27-Jan-15","19800","0","67180062","0",
"171","27-Jan-15","INDO GIBL Indiaforensic STL02121","28494910513","27-Jan-15","10000","0","67170062","0",
"172","28-Jan-15","INDO GIBL Indiaforensic STL03121","28494896635","28-Jan-15","24500","0","67145562","0",
"173","28-Jan-15","INDO GIBL Indiaforensic STL04121","28494885594","28-Jan-15","41700","0","67103862","0",
"174","28-Jan-15","FDRL/INTERNAL FUND TRANSFER","38494860037","28-Jan-15","0","500000","67603862","0",
"175","28-Jan-15","INDO GIBL Indiaforensic STL05121","28494911582","28-Jan-15","218050","0","67385812","0",
"176","28-Jan-15","INDO GIBL Indiaforensic STL06121","28494907848","28-Jan-15","18640000","0","48745812","0",
"177","29-Jan-15","INDO GIBL Indiaforensic STL07121","28494906681","29-Jan-15","17133000","0","31612812","0",
"178","29-Jan-15","INDO GIBL Indiaforensic STL08121","28494892326","29-Jan-15","3440000","0","28172812","0",
"179","29-Jan-15","INDO GIBL Indiaforensic STL09121","28494873302","29-Jan-15","5119900","0","23052912","0",
"180","29-Jan-15","INDO GIBL Indiaforensic STL10121","28494974535","29-Jan-15","1591500","0","21461412","0",
"181","29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494891170","29-Jan-15","0","500000","21961412","0",
"182","29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494889690","29-Jan-15","0","500000","22461412","0",
"183","29-Jan-15","INDO GIBL Indiaforensic STL11121","28494975031","29-Jan-15","206075","0","22255337","0",
"184","29-Jan-15","INDO GIBL Indiaforensic STL12121","28494896871","29-Jan-15","1420000","0","20835337","0",
"185","29-Jan-15","INDO GIBL Indiaforensic STL13121","28494867174","29-Jan-15","3503500","0","17331837","0",
"186","29-Jan-15","INDO GIBL Indiaforensic STL14121","28494872915","29-Jan-15","343900","0","16987937","0",
"187","29-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494896521","29-Jan-15","0","500000","17487937","0",
"188","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494898991","30-Jan-15","15000000","0","2487927","2",
"189","30-Jan-15","INDO GIBL Indiaforensic STL15121","38494891170","30-Jan-15","210500","0","2277427","0",
"190","30-Jan-15","INDO GIBL Indiaforensic STL17121","28494864081","30-Jan-15","139500","0","2137927","0",
"191","30-Jan-15","INDO GIBL Indiaforensic STL16121","28494929028","30-Jan-15","92550","0","2045377","0",
"192","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494915682","30-Jan-15","0","500000","2545377","0",
"193","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494906801","30-Jan-15","1500000","0","1045377","0",
"194","30-Jan-15","INDO GIBL Indiaforensic STL18121","28494935182","30-Jan-15","654498","0","390879","3",
"195","30-Jan-15","INDO GIBL Indiaforensic STL19121","28494935182","30-Jan-15","504450","0","-113571","7",
"196","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494872603","30-Jan-15","0","500000","386429","0",
"197","30-Jan-15","INDO GIBL Indiaforensic STL20121","28494869744","30-Jan-15","0","5334232","5720661","0",
"198","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","28494885685","30-Jan-15","0","500000","6220661","0",
"199","30-Jan-15","FDRL/INTERNAL FUND TRANSFER","","30-Jan-15","0","500000","6720661","4",
"200","30-Jan-15","INDO GIBL Indiaforensic STL21121","28494915651","30-Jan-15","146050","0","6574611","0",
"201","31-Jan-15","INDO GIBL Indiaforensic STL22121","28494902377","31-Jan-15","100300","0","6474311","0",
"202","31-Jan-15","INDO GIBL Indiaforensic STL23121","28494944517","31-Jan-15","62425","0","6411886","0",
"203","31-Jan-15","INDO GIBL Indiaforensic STL24121","28494973740","31-Jan-15","365300","0","6046586","0",
"204","31-Jan-15","INDO GIBL Indiaforensic STL25121","28494879761","31-Jan-15","23550","0","6023036","0",
"205","02-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494926052","02-Feb-15","0","500000","6523036","0",
"206","02-Feb-15","INDO GIBL Indiaforensic STL26121","28494969766","02-Feb-15","259525","0","6263511","0",
"207","02-Feb-15","INDO GIBL Indiaforensic STL27121","28494916546","02-Feb-15","383110","0","5880401","0",
"208","","INDO GIBL Indiaforensic STL28121","28494883314","","138150","0","5742251","6",
"209","02-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494956317","02-Feb-15","0","500000","6242251","0",
"210","02-Feb-15","INDO GIBL Indiaforensic STL29121","28494917878","02-Feb-15","285399","0","5956852","0",
"211","02-Feb-15","INDO GIBL Indiaforensic STL31121","28494934629","02-Feb-15","14000","0","5942852","0",
"212","03-Feb-15","INDO GIBL Indiaforensic STL30121","28494955651","03-Feb-15","54250","0","5888602","0",
"213","03-Feb-15","INDO GIBL Indiaforensic STL01011","28494870040","03-Feb-15","147500","0","5741102","0",
"214","03-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494965282","03-Feb-15","0","500000","6241102","0",
"215","03-Feb-15","INDO GIBL Indiaforensic STL02011","28494965624","03-Feb-15","323500","0","5917602","3",
"216","03-Feb-15","INDO GIBL Indiaforensic STL03011","28494859429","03-Feb-15","180300","0","5737302","0",
"217","03-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494945580","03-Feb-15","0","500000","6237302","0",
"218","03-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494871692","03-Feb-15","0","500000","6737302","0",
"219","03-Feb-15","INDO GIBL Indiaforensic STL04011","38494885685","03-Feb-15","222800","0","6514502","0",
"220","03-Feb-15","INDO GIBL Indiaforensic STL05011","28494963581","03-Feb-15","145450","0","6369052","0",
"221","03-Feb-15","INDO GIBL Indiaforensic STL06011","28494964465","03-Feb-15","182000","0","6187052","0",
"222","03-Feb-15","INDO GIBL Indiaforensic STL07011","28494873330","03-Feb-15","205075","0","5981977","0",
"223","03-Feb-15","INDO GIBL Indiaforensic STL08011","28494914242","03-Feb-15","170500","0","5811477","0",
"224","04-Feb-15","","28494863799","04-Feb-15","0","500000","6311477","0",
"225","04-Feb-15","INDO GIBL Indiaforensic STL09011","28494947204","04-Feb-15","495252","0","5816225","0",
"226","04-Feb-15","INDO GIBL Indiaforensic STL10011","28494878396","04-Feb-15","256600","0","5559625","0",
"227","04-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494953706","04-Feb-15","0","500000","6059625","0",
"228","04-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494876751","04-Feb-15","0","500000","6559625","0",
"229","04-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494917123","04-Feb-15","0","500000","7059625","0",
"230","04-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494870740","04-Feb-15","0","500000","7559625","0",
"231","04-Feb-15","INDO GIBL Indiaforensic STL14011","28494863860","04-Feb-15","5000","0","7554625","0",
"232","04-Feb-15","INDO GIBL Indiaforensic STL11011","28494934050","04-Feb-15","348200","0","7206425","0",
"233","04-Feb-15","INDO GIBL Indiaforensic STL13011","28494901422","04-Feb-15","112900","0","7093525","0",
"234","04-Feb-15","INDO GIBL Indiaforensic STL12011","28494872944","04-Feb-15","392251","0","6701274","0",
"235","04-Feb-15","INDO GIBL Indiaforensic STL15011","28494909389","04-Feb-15","412300","0","6288974","0",
"236","04-Feb-15","INDO GIBL Indiaforensic STL16011","28494938582","04-Feb-15","518375","0","5770599","0",
"237","05-Feb-15","INDO GIBL Indiaforensic STL19011","28494911870","05-Feb-15","296450","0","5474149","0",
"238","05-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494958708","05-Feb-15","0","500000","5974149","0",
"239","05-Feb-15","","28494866319","05-Feb-15","0","500000","6474149","0",
"240","05-Feb-15","INDO GIBL Indiaforensic STL22011","28494896112","05-Feb-15","274600","0","6199549","0",
"241","05-Feb-15","INDO GIBL Indiaforensic STL20011","28494889385","05-Feb-15","159725","0","6039824","0",
"242","05-Feb-15","INDO GIBL Indiaforensic STL21011","28494946311","05-Feb-15","69000","0","5970824","0",
"243","05-Feb-15","INDO GIBL Indiaforensic STL18011","28494909218","05-Feb-15","244350","0","5726474","0",
"244","05-Feb-15","INDO GIBL Indiaforensic STL23011","28494884968","05-Feb-15","224800","0","5501674","0",
"245","05-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494975381","05-Feb-15","0","500000","6001674","0",
"246","06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494938507","06-Feb-15","0","500000","6501674","0",
"247","06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494945537","06-Feb-15","0","500000","7001674","0",
"248","06-Feb-15","INDO GIBL Indiaforensic STL25011","28494873170","06-Feb-15","135050","0","6866624","0",
"249","06-Feb-15","INDO GIBL Indiaforensic STL26011","28494865073","06-Feb-15","31300","0","6835324","0",
"250","06-Feb-15","INDO GIBL Indiaforensic STL27011","28494869124","06-Feb-15","20500","0","6814824","0",
"251","06-Feb-15","INDO GIBL Indiaforensic STL28011","28494961085","06-Feb-15","5500","0","6809324","0",
"252","06-Feb-15","INDO GIBL Indiaforensic STL24011","28494948723","06-Feb-15","204900","0","6604424","0",
"253","06-Feb-15","INDO GIBL Indiaforensic STL17011","28494960837","06-Feb-15","563250","0","6041174","0",
